title,link,summary,keywords
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,"Leptin deficiency causes lower bone mass and increased cartilage retention in mice, but morbid obesity attenuates these effects.",leptin; obesity; mice; bone mass; cartilage; gene expression; bone turnover.
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,Hypothalamic leptin gene therapy reduces body weight in rats without significant impact on bone health.,leptin; gene therapy; weight control; rats; bone health; IGF1; cancellous bone; biomarkers; age-related bone loss
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,"Long-term leptin gene therapy in ob/ob mice reduces bone marrow adiposity, but does not significantly increase bone mass.",leptin; gene therapy; ob/ob mice; bone marrow adiposity; osteoblasts; adipocytes; high-fat diet; mesenchymal stem cells; MSCs.
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,"Housing female mice at room temperature (22&#176;C) leads to premature cancellous bone loss, while thermoneutral housing (32&#176;C) preserves bone mass.",mice; bone loss; thermoneutral housing; temperature; cancellous bone; osteoporosis; Ucp1 gene; bone marrow adiposity; bone formation; osteogenic genes; bone resorption.
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,"Spaceflight increases bone marrow adiposity in ovariectomized rats, leading to bone loss without affecting bone formation.",spaceflight; bone loss; bone marrow adiposity; osteoblasts; ovariectomized rats.
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,"In ob/ob mice, the absence of leptin leads to contrasting growth patterns in appendicular and axial bones, which is regulated by estrogen and its receptor (ER) signaling. ER expression in growth plate is positively related to body length. Leptin deficiency disrupts ER antagonist effects on bone growth.",ob/ob mice; leptin; estrogen; ER signaling; bone growth; body length; ER antagonists; MPP; PHTPP
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,"Leptin gene therapy reverses cartilage persistence in osteopetrosis in leptin-deficient mice, demonstrating its reversibility and bone compartment specificity.",osteopetrosis; leptin; gene therapy; mice; cartilage; bone turnover; endochondral ossification
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,Leptin infusion at low doses stimulates bone formation in ob/ob mice with minimal impact on energy metabolism.,leptin; bone formation; ob/ob mice; energy metabolism; serum leptin; gene expression; Jak/Stat signaling; blood brain barrier.
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,Bone marrow adipose tissue deficiency worsens bone loss in mice during disuse.,bone marrow adipose tissue; bone loss; disuse; mice; osteoblasts; adipocytes.
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,"During high-fat diet feeding, mannose receptor deficiency in mice impairs bone marrow hematopoiesis, leading to reduced immune cell subsets and systemic inflammation, and resistance to obesity development.",mannose receptor; bone marrow; hematopoiesis; high-fat diet; immune cells; inflammation; obesity; mice.
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,Small numbers of purified hematopoietic stem cells (HSCs) can effectively reconstitute bone marrow in mice after lethal irradiation with minimal impact on bone health.,hematopoietic stem cells; bone marrow; irradiation; mice; bone health; reconstitution; purified cells; engraftment; hematopoietic lineage cells; bone metabolism.
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,Leptin deficiency does not protect against bone loss during hindlimb unloading in male mice.,leptin; mice; bone; hindlimb unloading; obesity; osteopenia; osteoclasts; body weight; cancellous bone.
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,"Thermoneutral housing prevents premature cancellous bone loss in male mice, increasing bone formation and reducing bone resorption.",mice; bone loss; aging; thermoneutral housing; bone metabolism; bone formation; bone resorption; housing temperature; C57BL/6J mice
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,Spaceflight causes cancellous bone loss in growing rats' femoral heads.,spaceflight; bone; rats; cancellous bone; microgravity; femoral head; osteopenia
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,Spaceflight triggers increased thermogenesis and metabolism in female mouse brown adipose tissue and white adipose tissue.,spaceflight; mice; brown adipose tissue; white adipose tissue; thermogenesis; metabolism; gene expression
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,"Female mice housed at thermoneutral temperature (32°C) have higher bone marrow adipose tissue (BMAT) levels, abdominal white adipose tissue (WAT) mass, and serum leptin compared to those housed at 22°C. Leptin supplementation in mice at 32°C reduces endogenous leptin production, decreases body fat, and increases BMAT and bone formation. However, BMAT increases in both leptin-deficient and wild type mice housed at 32°C, indicating a leptin-independent response.",female mice; bone marrow adipose tissue; housing temperature; leptin; adipose tissue; serum leptin; body fat; energy metabolism.
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,Bone marrow adipose tissue (BMAT) is not essential for immune system reconstitution following radiation injury in male mice.,bone marrow adipose tissue; immune system; radiation injury; male mice; hematopoietic stem cells; reconstitution; bone parameters.
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,"Simulated microgravity promotes horizontal gene transfer of antimicrobial resistance genes between bacterial genera, increasing resistance in recipient bacteria.",horizontal gene transfer; antimicrobial resistance; bacteria; space environment; simulated microgravity; gene dissemination
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,"Spaceflight impacts astronauts' microbiome, affecting health during long-term missions. Microgravity, radiation, immunity, bone health, cognitive function, gender differences, and pharmacomicrobiomics are factors influencing these changes.",astronauts; microbiome; spaceflight; microgravity; radiation; immunity; bone health; cognitive function; gender differences; pharmacomicrobiomics.
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,"Microbial biotechnologies are crucial for sustainable space exploration, preserving extra-terrestrial environments and reducing space waste.",microbial biotechnologies; space exploration; sustainability; in situ resource utilization; loop-closure; United Nations Sustainable Development Goals.
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,"Researchers use nematode Caenorhabditis elegans for gene studies; synchronization is needed but bleach method can harm embryos. Filtration using mesh offers higher yield, no harm, and scalability beyond microfluidic devices.",nematodes; Caenorhabditis elegans; gene studies; synchronization; filtration; mesh filters; high-throughput assays.
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,"Researchers developed a microfluidics-based system, NemaFlex, to measure C. elegans muscle strength independently of behavior and gait.",muscle strength; C. elegans; microfluidics; NemaFlex; biomechanics; genetic model; drug screens; neuromuscular function; disuse; aging; disease.
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Swim exercise in Caenorhabditis elegans during early adulthood extends neuromuscular, intestinal, and cognitive healthspan, and protects against neurodegeneration.",exercise; Caenorhabditis elegans; healthspan; neurodegeneration; neuromuscular; intestinal; cognitive; aging; models; tauopathy; Alzheimer's disease; Huntington's disease.
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,"The Molecular Muscle Experiment (MME) on the International Space Station demonstrates the challenges of conducting biological research in space, requiring hardware development and validation.",spaceflight; Caenorhabditis elegans; biological experiments; International Space Station; hardware; validation; muscle decline.
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Tart cherry extract increases lifespan in Caenorhabditis elegans by enhancing mitochondrial function and reducing oxidative stress through the DAF-16 pathway.,Caenorhabditis elegans; aging; insulin/IGF-1 pathway; DAF-16; mitochondrial function; oxidative stress; tart cherry extract; anthocyanins; healthspan.
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,"In C. elegans, a specific region of the UNC-89 protein, which contains low sequence complexity, high proline content, and lacks secondary structure, acts as an entropic spring required for proper sarcomere organization. Deletion of this region results in severe disorganization of sarcomeres and defective locomotion.",UNC-89; protein; sarcomere; organization; C. elegans; muscle; deletion; force spectroscopy; CRISPR/Cas9; muscle force generation; locomotion; proline; low sequence complexity; secondary structure; entropic spring.
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,"The NemaLife chip is a microfluidic device for whole-life culture of Caenorhabditis elegans, enabling survival and health measure scoring. It features an optimized micropillar arena, sieve channels, and accessible ports. The device eliminates manual transfers, reduces stress, and improves longevity outcomes compared to standard plate growth.",C. elegans; microfluidic device; microfabrication; aging studies; microfabricated arena; microfluidic culture; Caenorhabditis elegans culture; microfabricated channels; healthspan measures; lifespan investigations; microfabricated ports; microfluidic chambers; physiological data; reliability.
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Spaceflight causes hyperbranching in adult Caenorhabditis elegans neurons and impairs neuronal debris clearance.,spaceflight; neuronal morphology; Caenorhabditis elegans; neuronal debris; transcellular degradation; adult neurons; International Space Station
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,"Researchers developed a microfluidic device for measuring C. elegans muscle strength in space, addressing challenges of animal sorting, fluid handling, and loading.",microfluidics; Caenorhabditis elegans; muscle strength; spaceflight; microgravity; genetic model; worms; hardware; validation studies.
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,"A compact 3D printed imaging platform (CIP) is presented for phenotypic analysis of Caenorhabditis elegans on Earth and in spaceflight. The system, which uses a smart-device camera and requires no external optical elements, is compatible with various substrates and validated through behavioral and thrashing assays. Its small size and ease of use make it suitable for research and educational outreach on Earth and space.",Caenorhabditis elegans; imaging platform; phenotypic analysis; smart-device camera; spaceflight; compact; 3D printed; substrates; behavioral assays; thrashing assays; research; educational outreach.
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,"A mitochondrial sulfur donor, AP39, extends health span in older Caenorhabditis elegans by maintaining mitochondrial integrity. This effect is observed even when treatment begins in adulthood. The molecular mechanisms underlying this health span extension involve mitochondria, cytoskeleton, and peroxisomes, and are regulated by the elt-6/elt-3 transcription factor circuit.",mitochondrial decline; aging; health span; Caenorhabditis elegans; sulfur donor; AP39; mitochondrial integrity; transcription factor; elt-6/elt-3.
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,"Bisphosphonates, specifically zoledronic acid, extend lifespan and healthspan in Caenorhabditis elegans, improving myofibrillar structure and mitochondrial function.",bisphosphonates; Caenorhabditis elegans; lifespan; healthspan; myofibrillar structure; mitochondrial function; zoledronic acid
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,"Spaceflight reduces neuromuscular strength in Caenorhabditis elegans, with dys-1 animals (a Duchenne muscular dystrophy model) experiencing more significant strength loss. Spaceflight-induced gene signatures suggest stress response pathways and decreased mitochondrial and cytoskeletal processes, implicating neuronal dysfunction and calcium/acetylcholine signaling.",Caenorhabditis elegans; spaceflight; neuromuscular strength; gene signatures; stress response; mitochondrial processes; cytoskeletal processes; calcium handling; acetylcholine signaling; UNC-89; DAF-19; Duchenne muscular dystrophy.
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,"Metabolic modeling identifies precision prebiotics to boost specific microbiome species, demonstrated with Caenorhabditis elegans.",microbiome; precision prebiotics; metabolic modeling; Caenorhabditis elegans; microbiome-based therapies.
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"Spaceflight induces skin health risks through DNA damage, mitochondrial dysregulation, and alterations in skin barrier function and collagen formation; however, organisms can re-adapt back to Earth.",spaceflight; skin health; DNA damage; mitochondrial dysregulation; gene expression; countermeasures
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,A skin microbiome on Caenorhabditis elegans is identified and shown to confer cuticle protection in harsh environments.,Caenorhabditis elegans; skin microbiome; microbes; cuticle; harsh environments; 16S rRNA gene sequencing; micro-swab tool; host-microbiome interactions.
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,"The PK2 domain of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function, affecting energy production and consumption.",protein kinase; UNC-89; mitochondria; muscle; energy production; energy consumption; PK2; DRP-1; ATP; glycolysis; electron transport chain; complex I; complex II; UCP-4; signaling.
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,"Wild mouse gut microbiota improves TB infection control in mice, despite similar richness and altered composition in TB-infected animals.",microbiota; tuberculosis; mice; immunopathology; T-cells; space conditions; resistance.
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,"The ISS microbiome is dominated by Actinobacteria, with Corynebacterium and Propionibacterium being the most abundant species. This is different from Earth-based cleanrooms, where Proteobacteria are more dominant. Human skin-associated microorganisms significantly contribute to the ISS microbiome.",microbiome; International Space Station; ISS; microorganisms; human skin; Actinobacteria; Corynebacterium; Propionibacterium; Proteobacteria; cleanrooms; space exploration.
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,Two Aspergillus fumigatus strains from the ISS have been sequenced for comparison to Earth strains.,Aspergillus fumigatus; draft genome; International Space Station; strains; comparison; virulence characteristics.
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Proteomic analysis reveals increased stress response and carbohydrate metabolism proteins in Aspergillus fumigatus isolates from the ISS.,Aspergillus fumigatus; proteomics; microorganisms; International Space Station; stress response; carbohydrate metabolism; space environment; fungi; adaptation.
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,The ISS has BSL-2 opportunistic pathogens with unique genomic sequences affecting their pathogenicity and virulence in microgravity.,International Space Station; biosafety level 2; opportunistic pathogens; genome sequences; microgravity; pathogenicity; virulence.
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Eight fungal strains' genome sequences are presented for microgravity study at the ISS.,fungal strains; genome sequences; microgravity; International Space Station; bioactive compounds.
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,"Six novel Bacillus cereus strains, isolated from the ISS, are sequenced.",Bacillus cereus; draft genome; International Space Station; ISS; novel strains; sequencing; space station.
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Microgravity influences plant growth through gene expression and metabolism changes.,microgravity; plants; gene expression; metabolism; growth
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,"KatharoSeq is a high-throughput method for analyzing microbiomes in low-biomass samples, distinguishing true positive signals from false positives.",microbiome; low-biomass; KatharoSeq; high-throughput; samples; false positives; environments; SAF; hospital NICU; abalone-rearing facility.
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Scientists sequenced the genome of a Fusarium fujikuroi isolate from a patient with acute myeloid leukemia undergoing chemotherapy.,Fusarium fujikuroi; genome; sequencing; clinical isolate; acute myeloid leukemia; chemotherapy.
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,"The draft genome of Solibacillus kalamii ISSFR-015, isolated from an ISS filter, contains 3.9 million base pairs and a 38.61% G+C content.",Solibacillus kalamii; draft genome; International Space Station; bacterium; G+C content
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"The ISS surface microbiome is dominated by organisms associated with human skin, with significant temporal changes but no spatial differences. Antimicrobial resistance genes, particularly macrolide/lincosamide/streptogramin resistance, were detected across all samples.",International Space Station; microbiome; antimicrobial resistance genes; bacteria; fungi; human skin; temporal changes; spatial differences.
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Two Fusarium oxysporum isolates from ISS-grown Zinnia hybrida plants have been sequenced.,Fusarium oxysporum; genome sequences; International Space Station; Zinnia hybrida; isolates; space agriculture; microbiology.
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,"An ISS-isolated Aspergillus niger strain (JSC-093350089) produces more naphtho-&#947;-pyrones and therapeutically relevant secondary metabolites, including bicoumanigrin A, aurasperones A and B, and pyranonigrin A, compared to the experimentally established strain ATCC 1015. Genetic variants, including INDELs in the flbA promoter region, may contribute to increased production levels. A new gene, pyrE, was identified in the pyranonigrin A biosynthetic gene cluster. The isolate exhibits UV resistance due to pyranonigrin A.",Aspergillus niger; secondary metabolites; space station; genetic variants; INDELs; flbA; pyranonigrin A; biosynthetic gene cluster; UV resistance; pyrE.
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,"Five Enterobacter bugandensis strains isolated from the International Space Station (ISS) were analyzed for antimicrobial resistance, gene profiles, and potential virulence factors. The ISS strains were similar to clinical strains and carried genes for carbohydrate metabolism, amino acid metabolism, protein metabolism, cofactors, vitamins, pigments, membrane transport, RNA metabolism, and virulence. They also had a multiple antibiotic resistance (MAR) locus and genes for resistance to antibiotics and toxic compounds.",Enterobacter bugandensis; International Space Station; antimicrobial resistance; multiple drug resistance; genome analysis; virulence factors; antibiotics resistance; toxic compounds; MAR locus.
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Microbial communities and antimicrobial resistance genes persist on International Space Station surfaces.,microbial communities; antimicrobial resistance genes; International Space Station; surfaces; persistence
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,"Space station conditions alter the genome, proteome, and metabolome of Aspergillus nidulans, leading to changes in gene expression and secondary metabolite production.",Aspergillus nidulans; genome; proteome; metabolome; International Space Station; gene expression; secondary metabolites; spacecraft environments.
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,"Proteomic analysis reveals changes in Aspergillus fumigatus strains isolated from the International Space Station, with increased abundance of stress response, carbohydrate metabolism, and secondary metabolism proteins.",Aspergillus fumigatus; proteomics; International Space Station; microgravity; stress response; carbohydrate metabolism; secondary metabolism; space environment; fungi.
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,"First study of F. oxysporum isolates from ISS reveals potential implications for medical, agricultural, and food industries, as well as crew health.",Fusarium oxysporum; genomic characterization; space; built environment; health; medical; agricultural; food industries.
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,"The International Space Station (ISS) hosts diverse bacterial and fungal communities on its surfaces, with Actinobacteria, Firmicutes, Proteobacteria, Ascomycota, and Basidiomycota identified. Over 40% of bacteria and 40% of fungi could be cultured, while the rest remained unidentified. Community composition changed over time but remained consistent between locations.",International Space Station; microbial communities; bacteria; fungi; Actinobacteria; Firmicutes; Proteobacteria; Ascomycota; Basidiomycota; closed systems; human habitation; safety measures.
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,"Fungi, specifically Chernobyl nuclear accident-associated and ISS-isolated strains, survive under simulated Mars conditions (SMC) and exhibit proteomic changes in ribosome biogenesis, translation, and carbohydrate metabolic processes.",fungi; extreme habitats; nuclear power plants; International Space Station; simulated Mars conditions; proteomics; metabolomics; UV-C resistance; ribosome biogenesis; translation; carbohydrate metabolism
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,"MetaMiner software identifies ribosomally synthesized and post-translationally modified peptides (RiPPs) from large-scale microbial datasets, discovering both known and unknown RiPPs.",MetaMiner; RiPPs; natural products; genome mining; computational mass spectrometry; microbial communities; human microbiome; lichen microbiome; International Space Station.
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Three Sphingomonas strains from the ISS have been sequenced to study microgravity effects on their bioactive compound production and characteristics.,Sphingomonas; genome sequences; International Space Station; microgravity; bioactive compounds
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Six Tremellomycetes strains from the ISS have been sequenced; further analysis will explore their potential pathogenicity under microgravity conditions.,Tremellomycetes; genome sequences; International Space Station; microgravity; pathogenicity
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,"Rhodotorula mucilaginosa strains from ISS have been sequenced, revealing potential pathogenic genes.",Rhodotorula mucilaginosa; whole-genome sequences; International Space Station; genes; pathogens
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,The International Space Station (ISS) harbors Enterobacteriales strains with unknown potential; their whole-genome sequences were sequenced and identified.,International Space Station; Enterobacteriales; whole-genome sequences; bacteria; space environment; identification; potential pathogens.
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,"Spaceflight results in bone loss, primarily in the spine and hips.",spaceflight; bone density;
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Ten Klebsiella strains isolated from the ISS were identified through whole-genome sequencing analysis. These sequences will facilitate comparative genomic studies of ISS and Earth Klebsiella strains.,International Space Station; ISS; Klebsiella; whole-genome sequencing; bacterial strains; comparative genomic studies; space conditions; phylogenetic identification.
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,"The International Space Station (ISS) harbors 29 Bacillaceae bacterial isolates, whose draft genome sequences were identified. Future analysis will reveal their potential uses in space and biotechnology.",International Space Station; Bacillaceae; bacterial isolates; genome sequences; space; biotechnology
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,The study compared the microbiomes of commercial resupply vehicles (CRVs) and the International Space Station (ISS) to assess the risk of contamination. CRVs had fewer microbes on internal surfaces but a larger population in ground support equipment. The CRV microbiome had taxa capable of tolerating UV radiation and was distinct from the ISS microbiome.,commercial resupply vehicles; microbiome; International Space Station; contamination; microbial diversity; UV radiation; taxa; ground support equipment.
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,"Three new bacterial strains, IF7SW-B2T, IIF1SW-B5, and IIF4SW-B5, isolated from the International Space Station, belong to the genus Methylobacterium as novel species, Methylobacterium ajmalii sp. nov. They grow optimally at moderate temperatures, neutral pH, and low salt conditions, and assimilate specific sugars.",International Space Station; bacteria; Methylobacterium ajmalii; novel species; isolation; growth conditions; sugars; fatty acids; phylogenetic analysis; biochemical analysis; space environment.
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Fungal strains from ISS and crew capsule have been sequenced for potential space and biotech applications.,fungal strains; genome sequences; International Space Station; biotechnology; space industry
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,MHC diversity in natural populations is crucial for disease resistance and shapes host-parasite interactions. Lower MHC diversity at high latitudes and altitudes could threaten wildlife populations under climate change.,MHC genes; immunogenetic diversity; host-parasite interactions; wildlife populations; climate change; latitudinal gradients; altitudinal gradients; conservation.
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,"Black fungus Knufia chersonesos (Wt) and its non-melanized mutant (Mut) were exposed to simulated microgravity in high-aspect-ratio vessels to investigate their response. Proteomic analyses revealed changes in carbohydrate and lipid metabolism, transport, and ribosome biogenesis and translation. The scytalone dehydratase, involved in dihydroxynaphthalene melanin synthesis, was upregulated in Wt and downregulated in Mut. No major morphological alterations or negative effects on survivability were observed.",black fungi; proteomics; secretome; simulated microgravity; carbohydrate metabolism; lipid metabolism; transport; ribosome biogenesis; translation; melanization; dihydroxynaphthalene; astrobiology.
